Tipo,Titulo,Mes,Año,Id,Genero
Movie,Wo men fu fu zhi jian,4,2019,tt0339917,Drama
Movie,Motherless Brooklyn,12,2019,tt0385887,Drama
Movie,Danger Close: The Battle of Long Tan,8,2019,tt0441881,Drama
Movie,The Last Full Measure,7,2020,tt0783640,Drama
Movie,The Dirt,3,2019,tt0800325,Drama
Movie,Dirt Music,10,2020,tt0810836,Drama
Movie,Bolden,5,2019,tt0858419,Drama
Short,Kissing Carmen,,,tt10001012,Drama
Movie,Mistero di un Impiegato,2,2019,tt10001116,Drama
Short,DNA,,,tt10001866,Drama
Movie,El Tango del Viudo y Su Espejo Deformante,2,2020,tt0062336,Drama
Movie,Surviving in L.A.,8,2020,tt0446792,Drama
Movie,Duel of Legends,8,2020,tt0849437,Drama
Movie,Lost Girls and Love Hotels,9,2020,tt0920462,Drama
Short,OFUKU: Separation,12,2020,tt10005120,Drama
Movie,Jak najdalej stad,8,2021,tt10004368,Drama
Movie,Kala azar,8,2020,tt10006160,Drama
Short,Hear a No,9,2020,tt10006262,Drama
Short,Satisfaction,,2020,tt10003588,Drama
Movie,The Rental,7,2020,tt10003008,Drama
Short,The Last Queen on Earth,8,2020,tt10005772,Drama
Short,They Never Lie,11,2020,tt10008112,Drama
Movie,Mugen ryûkyû tsuru Henrî,5,2021,tt0228802,Drama
Movie,Zamaanat: And Justice for All,,2021,tt0346172,Drama
Movie,Z,,2021,tt0818543,Drama
Movie,Cosmic Radio,2,2021,tt0840306,Drama
Movie,A Journal for Jordan,12,2021,tt0995854,Drama
Movie,Kelti,12,2021,tt10003618,Drama
Movie,Preman,4,2021,tt10011002,Drama
Short,Milkshake,12,2021,tt10011052,Drama
Movie,The Little Things,1,2021,tt10016180,Drama
Movie,The Humans,11,2021,tt10023286,Drama
Movie,Everything I Ever Wanted to Tell My Daughter About Men,10,2021,tt10022782,Drama
Movie,Pure White,6,2021,tt10032574,Drama
Movie,Cosas imposibles,6,2021,tt10032342,Drama
Short,Garden of Paradise,12,2021,tt10033714,Drama
Movie,Fear of Rain,2,2021,tt10037014,Drama
Movie,Promises,11,2021,tt10042788,Drama
Movie,"Virgen de San Juan, cuatro siglos de milagros",2,2021,tt10038660,Drama
Short,Welcome to Mumbai,3,2021,tt10040326,Drama
Short,LO2SS,8,2021,tt10048746,Drama
Movie,Sans soleil,10,2021,tt10051000,Drama
Short,40 Nickels,3,2021,tt10049134,Drama
Short,The Long Halloween,10,2021,tt10049710,Drama
Movie,Famous,12,2021,tt10054778,Drama
Movie,Sombra,10,2021,tt10062628,Drama
Movie,Milli Vanilli,,2022,tt0965381,Drama
Short,Kill Switch,10,2022,tt10001728,Drama
Short,Siempre Yo,3,2022,tt10003926,Drama
Movie,Laal Singh Chaddha,8,2022,tt10028196,Drama
Movie,Darkling,4,2022,tt10047904,Drama
Movie,Charlie Hustle,,2022,tt10049720,Drama
Movie,The Reunion,1,2022,tt10064134,Drama
Movie,Gangubai Kathiawadi,,2022,tt10083340,Drama
Movie,Pastor's Wife,,2022,tt10092362,Drama
Movie,Satria Dewa: Gatotkaca,6,2022,tt10090058,Drama
Movie,Elvis,6,2022,tt3704428,Drama
Short,Città d'Oro,2,2022,tt10135104,Drama
Movie,Fate of the Night,7,2022,tt10141678,Drama
Movie,Ojai,,2022,tt10146532,Drama
Short,Astray,6,2023,tt10242552,Drama
Movie,Bambi,,,tt10298848,Drama
Movie,Bad Boy,4,2023,tt10351180,Drama
Movie,The Place in Between,7,2023,tt10425998,Drama
Movie,The Hunger Games: The Ballad of Songbirds & Snakes,11,2023,tt10545296,Drama
Movie,Raw Power,5,2023,tt10548482,Drama
Movie,Next Goal Wins,1,2024,tt10767052,Drama
Movie,Cloud by Night,10,2023,tt10849046,Drama
Movie,Minamoto Monogatari,4,2023,tt10929648,Drama
Movie,Mujeres Silenciosas,10,2023,tt10965102,Drama
Movie,Silent Life: The Story of the Lady in Black,2,2024,tt1099209,Drama
Movie,Mom's Coming,11,2024,tt10579986,Drama
Movie,Love Song and Power,1,2024,tt10597228,Drama
Movie,Spaceman,3,2024,tt11097384,Drama
Movie,IF,5,2024,tt11152168,Drama
Movie,Manje Bistre 3,7,2024,tt11822244,Drama
